	group
SRR1363151	28329
SRR1363514	28330
SRR1363515	28331
SRR1363852	28332
SRR1363853	28333
SRR1363854	28334
SRR1363855	28335
SRR1363856	28336
SRR1363857	28337
SRR1373429	28338
SRR1373430	28339
SRR1373431	28340
SRR1373432	28341
SRR1373433	28342
SRR1373434	28343
SRR1373441	28344
SRR1373442	28345
SRR1373443	28346
SRR1373445	28347
SRR1373446	28348
SRR1373444	28349
SRR1373447	28350
SRR1373448	28351
SRR1373449	28352
SRR1373450	28353
SRR1373452	28354
SRR1373451	28355
SRR1373455	28356
SRR1373454	28357
SRR1373453	28358
SRR1373457	28359
SRR1373456	28360
SRR1373458	28361
SRR1373460	28362
SRR1373459	28363
SRR1373461	28364
SRR1373462	28365
SRR1373463	28366
SRR1373464	28367
SRR1544075	28368
SRR1548811	28369
SRR1659967	28370
SRR1659958	28371
SRR1659966	28372
SRR1659957	28373
SRR1659965	28374
SRR1659956	28375
SRR1659968	28376
SRR1659959	28377
SRR1659963	28378
SRR1659954	28379
SRR1659962	28380
SRR1659953	28381
SRR1659961	28382
SRR1659952	28383
SRR1659960	28384
SRR1659951	28385
SRR1659964	28386
SRR1659955	28387
SRR1374334	28388
SRR1374335	28389
SRR1374337	28390
SRR1374336	28391
SRR1374338	28392
SRR1374339	28393
SRR1374340	28394
SRR1374341	28395
SRR1374342	28396
SRR1374343	28397
SRR1374344	28398
SRR1374345	28399
SRR1374346	28400
SRR1374347	28401
SRR1374349	28402
SRR1374348	28403
SRR1374351	28404
SRR1374353	28405
SRR1374352	28406
SRR1374354	28407
SRR1374809	28408
SRR1374810	28409
SRR1374811	28410
SRR1374812	28411
SRR1374813	28412
SRR1374814	28413
SRR1377145	28414
SRR1377146	28415
SRR1377147	28416
SRR1377148	28417
SRR1377153	28418
SRR1377154	28419
SRR1377155	28420
SRR1377156	28421
SRR1377149	28422
SRR1377150	28423
SRR1377151	28424
SRR1377152	28425
SRR1377157	28426
SRR1377158	28427
SRR1377159	28428
SRR1377160	28429
SRR1377161	28430
SRR1377162	28431
SRR1377163	28432
SRR1377164	28433
SRR1377169	28434
SRR1377170	28435
SRR1377171	28436
SRR1377172	28437
SRR1377165	28438
SRR1377166	28439
SRR1377167	28440
SRR1377168	28441
SRR1377173	28442
SRR1377174	28443
SRR1377175	28444
SRR1377176	28445
SRR1377177	28446
SRR1377178	28447
SRR1377179	28448
SRR1377180	28449
SRR1377181	28450
SRR1377182	28451
SRR1377183	28452
SRR1377184	28453
SRR1377185	28454
SRR1377186	28455
SRR1377187	28456
SRR1377188	28457
SRR1377189	28458
SRR1377190	28459
SRR1377191	28460
SRR1377192	28461
SRR1377193	28462
SRR1377194	28463
SRR1377195	28464
SRR1377196	28465
SRR1377197	28466
SRR1377198	28467
SRR1377199	28468
SRR1377200	28469
SRR1377201	28470
SRR1377202	28471
SRR1377203	28472
SRR1377204	28473
SRR1377205	28474
SRR1377206	28475
SRR1377207	28476
SRR1377208	28477
SRR1377209	28478
SRR1377210	28479
SRR1377211	28480
SRR1377212	28481
SRR1377213	28482
SRR1377214	28483
SRR1377215	28484
SRR1377216	28485
SRR1377217	28486
SRR1377218	28487
SRR1377219	28488
SRR1377220	28489
SRR1377221	28490
SRR1377222	28491
SRR1377223	28492
SRR1377224	28493
SRR1381997	28494
SRR1381998	28495
SRR1381999	28496
SRR1382000	28497
SRR1382001	28498
SRR1382002	28499
SRR1382003	28500
SRR1382004	28501
SRR1382005	28502
SRR1382006	28503
SRR1382007	28504
SRR1382008	28505
SRR1383358	28506
SRR1383360	28507
SRR1383359	28508
SRR1383362	28509
SRR1383361	28510
SRR1383363	28511
SRR1383364	28512
SRR1383365	28513
SRR1383366	28514
SRR1383367	28515
SRR1383368	28516
SRR1383369	28517
SRR1383370	28518
SRR1383371	28519
SRR1383372	28520
SRR1383373	28521
SRR1383374	28522
SRR1383375	28523
SRR1383376	28524
SRR1383377	28525
SRR1383378	28526
SRR1383379	28527
SRR1383380	28528
SRR1383381	28529
SRR1383382	28530
SRR1383383	28531
SRR1383385	28532
SRR1383384	28533
SRR1383386	28534
SRR1383387	28535
SRR1383389	28536
SRR1383391	28537
SRR1383388	28538
SRR1383392	28539
SRR1383390	28540
SRR1383394	28541
SRR1383393	28542
SRR1383396	28543
SRR1383395	28544
SRR1383399	28545
SRR1383400	28546
SRR1383397	28547
SRR1383401	28548
SRR1383398	28549
SRR1383402	28550
SRR1383404	28551
SRR1383403	28552
SRR1383405	28553
SRR1383406	28554
SRR1383407	28555
SRR1383408	28556
SRR1383409	28557
SRR1383410	28558
SRR1385239	28559
SRR1385241	28560
SRR1385240	28561
SRR1385243	28562
SRR1385244	28563
SRR1385242	28564
SRR1385245	28565
SRR1385247	28566
SRR1385246	28567
SRR1385250	28568
SRR1385249	28569
SRR1385248	28570
SRR1390688	28571
SRR1398565	28572
SRR1398567	28573
SRR1398566	28574
SRR1398532	28575
SRR1398533	28576
SRR1398534	28577
SRR1398535	28578
SRR1398536	28579
SRR1398537	28580
SRR1398538	28581
SRR1398540	28582
SRR1398539	28583
SRR1398541	28584
SRR1398542	28585
SRR1398544	28586
SRR1398545	28587
SRR1398546	28588
SRR1398547	28589
SRR1398543	28590
SRR1398548	28591
SRR1398549	28592
SRR1398550	28593
SRR1398551	28594
SRR1398552	28595
SRR1398554	28596
SRR1398553	28597
SRR1398555	28598
SRR1398556	28599
SRR1398558	28600
SRR1398557	28601
SRR1398559	28602
SRR1398560	28603
SRR1398562	28604
SRR1398561	28605
SRR1398563	28606
SRR1398568	28607
SRR1398564	28608
SRR1398569	28609
SRR1409976	28610
SRR1409977	28611
SRR1409978	28612
SRR1409979	28613
SRR1422068	28614
SRR1422069	28615
SRR1422070	28616
SRR1422071	28617
SRR1422072	28618
SRR1422073	28619
SRR1422074	28620
SRR1422075	28621
SRR1422076	28622
SRR1422077	28623
SRR1422078	28624
SRR1422079	28625
SRR1422873	28626
SRR1422874	28627
SRR1422906	28628
SRR1422907	28629
SRR1422908	28630
SRR1422909	28631
SRR1747966	28632
SRR1747967	28633
SRR1747968	28634
SRR1747970	28635
SRR1747971	28636
SRR1747972	28637
SRR1424656	28638
SRR1424657	28639
SRR1424658	28640
SRR1424659	28641
SRR1424660	28642
SRR1424661	28643
SRR1424662	28644
SRR1424663	28645
SRR1424664	28646
SRR1424665	28647
SRR1424666	28648
SRR1424667	28649
SRR1424668	28650
SRR1424669	28651
SRR1424670	28652
SRR1424671	28653
SRR1424672	28654
SRR1424674	28655
SRR1424673	28656
SRR1424675	28657
SRR1424676	28658
SRR1424677	28659
SRR1424678	28660
SRR1424679	28661
SRR1424680	28662
SRR1424681	28663
SRR1424682	28664
SRR1424683	28665
SRR1424685	28666
SRR1424686	28667
SRR1424687	28668
SRR1424688	28669
SRR1424689	28670
SRR1424690	28671
SRR1424691	28672
SRR1424692	28673
SRR1424684	28674
SRR1424693	28675
SRR1424694	28676
SRR1424695	28677
SRR1424696	28678
SRR1424697	28679
SRR1424698	28680
SRR1424699	28681
SRR1424700	28682
SRR1424701	28683
SRR1424702	28684
SRR1424703	28685
SRR1424704	28686
SRR1424706	28687
SRR1424707	28688
SRR1424731	28689
SRR1424732	28690
SRR1424733	28691
SRR1424735	28692
SRR1424734	28693
SRR1424736	28694
SRR1424737	28695
SRR1424738	28696
SRR1424739	28697
SRR1424740	28698
SRR1424741	28699
SRR1424743	28700
SRR1424742	28701
SRR1424745	28702
SRR1424744	28703
SRR1424746	28704
SRR1424747	28705
SRR1424748	28706
SRR1424749	28707
SRR1424750	28708
SRR1424751	28709
SRR1424752	28710
SRR1424753	28711
SRR1424754	28712
SRR1424755	28713
SRR1424756	28714
SRR1425066	28715
SRR1425067	28716
SRR1425068	28717
SRR1425070	28718
SRR1425071	28719
SRR1425073	28720
SRR1425072	28721
SRR1425074	28722
SRR1425075	28723
SRR1425069	28724
SRR1425076	28725
SRR1425077	28726
SRR1657540	28727
SRR1657541	28728
SRR1657555	28729
SRR1657551	28730
SRR1657549	28731
SRR1657550	28732
SRR1657544	28733
SRR1657545	28734
SRR1657543	28735
SRR1657542	28736
SRR1657554	28737
SRR1657552	28738
SRR1657553	28739
SRR1657547	28740
SRR1657548	28741
SRR1657546	28742
SRR1425290	28743
SRR1425291	28744
SRR1425295	28745
SRR1425296	28746
SRR1425297	28747
SRR1425298	28748
SRR1425768	28749
SRR1425769	28750
SRR1425770	28751
SRR1425771	28752
SRR1425772	28753
SRR1425773	28754
SRR1425774	28755
SRR1425775	28756
SRR1425776	28757
SRR1425777	28758
SRR1425778	28759
SRR1425779	28760
SRR1425781	28761
SRR1425780	28762
SRR1425782	28763
SRR1425783	28764
SRR1425784	28765
SRR1425785	28766
SRR1425786	28767
SRR1425787	28768
SRR1425788	28769
SRR1425789	28770
SRR1425790	28771
SRR1425791	28772
SRR1425792	28773
SRR1425793	28774
SRR1425794	28775
SRR1425817	28776
SRR1425818	28777
SRR1425819	28778
SRR1425820	28779
SRR1425822	28780
SRR1425821	28781
SRR1425823	28782
SRR1425824	28783
SRR1425825	28784
SRR1425826	28785
SRR1425827	28786
SRR1425828	28787
SRR1425829	28788
SRR1425830	28789
SRR1425831	28790
SRR1427122	28791
SRR1427125	28792
SRR1427482	28793
SRR1427483	28794
SRR1427484	28795
SRR1427485	28796
SRR1427486	28797
SRR1427487	28798
SRR1427488	28799
SRR1427489	28800
SRR1448791	28801
SRR1448790	28802
SRR1449122	28803
SRR1449123	28804
SRR1462294	28805
SRR1462397	28806
SRR1462398	28807
SRR1462399	28808
SRR1462400	28809
SRR1462402	28810
SRR1462403	28811
SRR1462404	28812
SRR1462405	28813
SRR1585614	28814
SRR1474195	28815
SRR1474194	28816
SRR1474196	28817
SRR1474197	28818
SRR1474199	28819
SRR1474198	28820
SRR1474200	28821
SRR1485144	28822
SRR1485145	28823
SRR1485146	28824
SRR1485147	28825
SRR2173892	28826
SRR2173891	28827
SRR1501367	28828
SRR1501368	28829
SRR1501369	28830
SRR1501370	28831
SRR1501371	28832
SRR1501372	28833
SRR1501373	28834
SRR1501374	28835
SRR1501375	28836
SRR1501376	28837
SRR1501377	28838
SRR1501378	28839
SRR1501379	28840
SRR1501380	28841
SRR1501381	28842
SRR1501382	28843
SRR1501428	28844
SRR1501494	28845
SRR1501502	28846
SRR1502861	28847
SRR1502858	28848
SRR1503248	28849
SRR1503249	28850
SRR1503250	28851
SRR1503251	28852
SRR1503252	28853
SRR1503254	28854
SRR1503255	28855
SRR1503256	28856
SRR1502792	28857
SRR1502793	28858
SRR1502794	28859
SRR1502795	28860
SRR1502796	28861
SRR1502797	28862
SRR1502798	28863
SRR1502799	28864
SRR1502800	28865
SRR1502802	28866
SRR1502801	28867
SRR1502803	28868
SRR1502804	28869
SRR1502805	28870
SRR1502806	28871
SRR1502808	28872
SRR1502807	28873
SRR1502811	28874
SRR1502809	28875
SRR1502810	28876
SRR1502812	28877
SRR1503197	28878
SRR1503198	28879
SRR1503199	28880
SRR1503200	28881
SRR1503201	28882
SRR1503202	28883
SRR1503203	28884
SRR1503204	28885
SRR1503205	28886
SRR1503206	28887
SRR1503207	28888
SRR1503208	28889
SRR1503209	28890
SRR1503210	28891
SRR1503211	28892
SRR1503212	28893
SRR1503213	28894
SRR1503214	28895
SRR1503215	28896
SRR1503216	28897
SRR1503217	28898
SRR1503218	28899
SRR1503219	28900
SRR1503220	28901
SRR1503221	28902
SRR1503222	28903
SRR1503223	28904
SRR2174559	28905
SRR2174558	28906
SRR2174557	28907
SRR2174556	28908
SRR2174555	28909
SRR2174554	28910
SRR1503229	28911
SRR1503228	28912
SRR1503230	28913
SRR1503231	28914
SRR1503234	28915
SRR1503232	28916
SRR1503233	28917
SRR1503235	28918
SRR1503236	28919
SRR1504794	28920
SRR1504795	28921
SRR1504796	28922
SRR1504797	28923
SRR1504798	28924
SRR1504799	28925
SRR1504800	28926
SRR1504801	28927
SRR1504802	28928
SRR1506025	28929
SRR1506026	28930
SRR1506027	28931
SRR1506028	28932
SRR1506030	28933
SRR1506029	28934
SRR1506031	28935
SRR1506032	28936
SRR1506034	28937
SRR1506033	28938
SRR1506036	28939
SRR1506035	28940
SRR1506037	28941
SRR1506038	28942
SRR1506039	28943
SRR1506040	28944
SRR1506041	28945
SRR1506042	28946
SRR1506043	28947
SRR1506044	28948
SRR1506045	28949
SRR1506046	28950
SRR1506047	28951
SRR1506048	28952
SRR1506968	28953
SRR1506969	28954
SRR1506970	28955
SRR1506971	28956
SRR1506972	28957
SRR1506973	28958
SRR1506974	28959
SRR1506975	28960
SRR1506976	28961
SRR1506977	28962
SRR1506978	28963
SRR1506979	28964
SRR1506980	28965
SRR1506981	28966
SRR1506982	28967
SRR1508170	28968
SRR1508171	28969
SRR1508172	28970
SRR1508173	28971
SRR1508174	28972
SRR1508175	28973
SRR1508176	28974
SRR1508177	28975
SRR1508385	28976
SRR1508404	28977
SRR1508427	28978
SRR1509398	28979
SRR1509399	28980
SRR1509400	28981
SRR1509401	28982
SRR1509402	28983
SRR1509403	28984
SRR1509404	28985
SRR1509405	28986
SRR1509406	28987
SRR1509407	28988
SRR1509409	28989
SRR1509408	28990
SRR1509411	28991
SRR1509410	28992
SRR1509412	28993
SRR1509413	28994
SRR1509481	28995
SRR1509482	28996
SRR1509483	28997
SRR1509484	28998
SRR1509485	28999
SRR1509486	29000
SRR1648445	29001
SRR1648447	29002
SRR1648448	29003
SRR1648449	29004
SRR1648450	29005
SRR1509731	29006
SRR1509730	29007
SRR1509732	29008
SRR1509733	29009
SRR1509734	29010
SRR1509736	29011
SRR1509735	29012
SRR1509737	29013
SRR1509739	29014
SRR1509738	29015
SRR1509740	29016
SRR1509741	29017
SRR1509903	29018
SRR1509904	29019
SRR1509905	29020
SRR1509906	29021
SRR1509907	29022
SRR1509908	29023
SRR1509909	29024
SRR1509910	29025
SRR1509911	29026
SRR1509912	29027
SRR1509913	29028
SRR1509914	29029
SRR1509915	29030
SRR1509916	29031
SRR1510197	29032
SRR1510198	29033
SRR1510199	29034
SRR1510200	29035
SRR1511596	29036
SRR1511597	29037
SRR1511598	29038
SRR1511599	29039
SRR1513329	29040
SRR1513330	29041
SRR1513331	29042
SRR1513332	29043
SRR1513333	29044
SRR1513334	29045
SRR1513812	29046
SRR1513807	29047
SRR1513805	29048
SRR1513809	29049
SRR1513810	29050
SRR1513803	29051
SRR1513804	29052
SRR1513806	29053
SRR1513808	29054
SRR1513817	29055
SRR1513820	29056
SRR1513816	29057
SRR1513815	29058
SRR1513814	29059
SRR1513818	29060
SRR1513821	29061
SRR1513819	29062
SRR1514132	29063
SRR1514133	29064
SRR1514134	29065
SRR1514135	29066
SRR1514136	29067
SRR1514137	29068
SRR1514138	29069
SRR1514140	29070
SRR1514139	29071
SRR1514141	29072
SRR1514142	29073
SRR1514143	29074
SRR1514144	29075
SRR1514145	29076
SRR1514288	29077
SRR1514289	29078
SRR1513923	29079
SRR1514314	29080
SRR1514315	29081
SRR1514316	29082
SRR1514317	29083
SRR1514318	29084
SRR1514304	29085
SRR1514305	29086
SRR1514306	29087
SRR1514307	29088
SRR1514308	29089
SRR1514309	29090
SRR1514310	29091
SRR1514311	29092
SRR1514312	29093
SRR1514313	29094
SRR1514572	29095
SRR1514573	29096
SRR1514574	29097
SRR1514575	29098
SRR1518296	29099
SRR1518365	29100
SRR1518297	29101
SRR1518298	29102
SRR1518363	29103
SRR1518361	29104
SRR1518362	29105
SRR1518359	29106
SRR1518360	29107
SRR1518956	29108
SRR1518957	29109
SRR1518959	29110
SRR1518958	29111
SRR1519032	29112
SRR1519033	29113
SRR1519034	29114
SRR1519035	29115
SRR1519036	29116
SRR1519037	29117
SRR1519038	29118
SRR1519039	29119
SRR1519040	29120
SRR1519041	29121
SRR1519043	29122
SRR1519042	29123
SRR1519062	29124
SRR1519063	29125
SRR1519064	29126
SRR1519065	29127
SRR1519066	29128
SRR1519067	29129
SRR1519068	29130
SRR1519069	29131
SRR1519070	29132
SRR1520956	29133
SRR1520957	29134
SRR1520958	29135
SRR1520959	29136
SRR1521210	29137
SRR1521206	29138
SRR1521208	29139
SRR1521352	29140
SRR1521353	29141
SRR1521354	29142
SRR1521355	29143
SRR1521356	29144
SRR1521357	29145
SRR1521358	29146
SRR1521359	29147
SRR1521360	29148
SRR1521361	29149
SRR1521362	29150
SRR1521363	29151
SRR1521364	29152
SRR1521365	29153
SRR1521366	29154
SRR1521368	29155
SRR1521369	29156
SRR1521370	29157
SRR1521371	29158
SRR1521372	29159
SRR1521373	29160
SRR1521374	29161
SRR1521375	29162
SRR1521376	29163
SRR1521377	29164
SRR1521378	29165
SRR1521379	29166
SRR1521380	29167
SRR1521381	29168
SRR1521382	29169
SRR1521383	29170
SRR1521384	29171
SRR1521385	29172
SRR1521387	29173
SRR1521386	29174
SRR1521388	29175
SRR1521389	29176
SRR1521390	29177
SRR1521391	29178
SRR1521392	29179
SRR1521393	29180
SRR1521394	29181
SRR1521395	29182
SRR1521396	29183
SRR1521397	29184
SRR1521398	29185
SRR1521399	29186
SRR1521400	29187
SRR1521401	29188
SRR1521403	29189
SRR1521402	29190
SRR1521405	29191
SRR1521406	29192
SRR1521404	29193
SRR1521408	29194
SRR1521407	29195
SRR1521409	29196
SRR1521410	29197
SRR1521411	29198
SRR1521412	29199
SRR1521414	29200
SRR1521413	29201
SRR1521415	29202
SRR1521416	29203
SRR1521417	29204
SRR1521418	29205
SRR1521419	29206
SRR1521420	29207
SRR1521421	29208
SRR1521422	29209
SRR1521424	29210
SRR1521423	29211
SRR1521426	29212
SRR1521427	29213
SRR1521425	29214
SRR1521428	29215
SRR1521430	29216
SRR1521429	29217
SRR1521432	29218
SRR1521433	29219
SRR1521434	29220
SRR1521435	29221
SRR1521436	29222
SRR1521437	29223
SRR1521431	29224
SRR1521438	29225
SRR1521439	29226
SRR1521440	29227
SRR1521441	29228
SRR1521443	29229
SRR1521442	29230
SRR1521444	29231
SRR1521445	29232
SRR1521489	29233
SRR1521490	29234
SRR1521491	29235
SRR1521492	29236
SRR1521493	29237
SRR1521494	29238
SRR1521495	29239
SRR1521496	29240
SRR1521497	29241
SRR1521498	29242
SRR1521499	29243
SRR1521500	29244
SRR1521501	29245
SRR1521528	29246
SRR1521529	29247
SRR1521530	29248
SRR1521531	29249
SRR1521532	29250
SRR1521533	29251
SRR1521534	29252
SRR1521535	29253
SRR1588602	29254
SRR1588603	29255
SRR1588604	29256
SRR1588605	29257
SRR1588606	29258
SRR1588608	29259
SRR1588607	29260
SRR1588609	29261
SRR1522989	29262
SRR1522990	29263
SRR1522991	29264
SRR1522992	29265
SRR1522994	29266
SRR1522997	29267
SRR1522998	29268
SRR1522999	29269
SRR1523000	29270
SRR1523001	29271
SRR1523002	29272
SRR1523003	29273
SRR1523004	29274
SRR1523005	29275
SRR1523006	29276
SRR1523007	29277
SRR1523008	29278
SRR1523009	29279
SRR1523010	29280
SRR1523011	29281
SRR1523012	29282
SRR1522983	29283
SRR1522985	29284
SRR1522986	29285
SRR1523203	29286
SRR1523347	29287
SRR1523349	29288
SRR1523352	29289
SRR1523353	29290
SRR1523354	29291
SRR1523355	29292
SRR1523506	29293
SRR1523507	29294
SRR1523508	29295
SRR1523509	29296
SRR1523510	29297
SRR1523511	29298
SRR1523512	29299
SRR1523513	29300
SRR1523514	29301
SRR1523515	29302
SRR1523516	29303
SRR1523517	29304
SRR1523603	29305
SRR1523604	29306
SRR1523605	29307
SRR1523606	29308
SRR1523607	29309
SRR1523608	29310
SRR1523609	29311
SRR1523610	29312
SRR1523602	29313
SRR1523611	29314
SRR1523612	29315
SRR1523653	29316
SRR1523654	29317
SRR1523655	29318
SRR1523656	29319
SRR1523657	29320
SRR1523658	29321
SRR1523659	29322
SRR1523660	29323
SRR1523661	29324
SRR1523662	29325
SRR1523663	29326
SRR1523664	29327
SRR1523665	29328
SRR1523666	29329
SRR1523667	29330
SRR1523668	29331
SRR1523669	29332
SRR1523670	29333
SRR1523671	29334
SRR1523672	29335
SRR1523673	29336
SRR1523675	29337
SRR1523674	29338
SRR1523676	29339
SRR1523677	29340
SRR1523678	29341
SRR1523679	29342
SRR1523680	29343
SRR1531572	29344
SRR1532996	29345
SRR1533024	29346
SRR1525239	29347
SRR1525240	29348
SRR1525242	29349
SRR1525241	29350
SRR1525243	29351
SRR1525244	29352
SRR1525245	29353
SRR1525246	29354
SRR1525247	29355
SRR1525248	29356
SRR1525249	29357
SRR1525250	29358
SRR1525251	29359
SRR1525252	29360
SRR1525254	29361
SRR1525253	29362
SRR1525255	29363
SRR1525256	29364
SRR1525258	29365
SRR1525259	29366
SRR1525260	29367
SRR1525261	29368
SRR1525262	29369
SRR1525422	29370
SRR1525423	29371
SRR1525424	29372
SRR1525425	29373
SRR1525426	29374
SRR1525427	29375
SRR1525428	29376
SRR1525429	29377
SRR1528543	29378
SRR1528544	29379
SRR1528545	29380
SRR1528547	29381
SRR1528546	29382
SRR1528542	29383
SRR1528548	29384
SRR1528549	29385
SRR1528550	29386
SRR1528552	29387
SRR1528553	29388
SRR1528555	29389
SRR1528554	29390
SRR1528551	29391
SRR1528556	29392
SRR1528557	29393
SRR1528558	29394
SRR1528559	29395
SRR1528560	29396
SRR1528561	29397
SRR1528562	29398
SRR1528563	29399
SRR1528564	29400
SRR1528565	29401
SRR1528566	29402
SRR1528568	29403
SRR1528567	29404
SRR1528586	29405
SRR1528588	29406
SRR1528587	29407
SRR1528589	29408
SRR1528590	29409
SRR1528592	29410
SRR1528593	29411
SRR1528591	29412
SRR1528914	29413
SRR1528915	29414
SRR1528916	29415
SRR1528917	29416
SRR1528918	29417
SRR1528919	29418
SRR1528921	29419
SRR1528920	29420
SRR1528922	29421
SRR1531139	29422
SRR1531138	29423
SRR1531141	29424
SRR1531140	29425
SRR1531142	29426
SRR1531143	29427
SRR1531144	29428
SRR1531145	29429
SRR1531146	29430
SRR1531147	29431
SRR1531148	29432
SRR1531149	29433
SRR1531314	29434
SRR1531315	29435
SRR1531316	29436
SRR1531317	29437
SRR1531318	29438
SRR1531319	29439
SRR1531320	29440
SRR1531321	29441
SRR1531322	29442
SRR1531323	29443
SRR1531324	29444
SRR1531325	29445
SRR1531494	29446
SRR1531495	29447
SRR1531496	29448
SRR1531497	29449
SRR1531498	29450
SRR1531499	29451
SRR1531500	29452
SRR1531501	29453
SRR1533006	29454
SRR1533007	29455
SRR1533008	29456
SRR1533009	29457
SRR1533010	29458
SRR1533011	29459
SRR1533012	29460
SRR1533013	29461
SRR1533015	29462
SRR1533016	29463
SRR1533017	29464
SRR1533018	29465
SRR1533019	29466
SRR1533020	29467
SRR1533021	29468
SRR1533022	29469
SRR1533896	29470
SRR1533126	29471
SRR1533917	29472
SRR1533918	29473
SRR1533801	29474
SRR1533802	29475
SRR1533803	29476
SRR1533804	29477
SRR1533805	29478
SRR1533806	29479
SRR1533827	29480
SRR1533826	29481
SRR1533828	29482
SRR1533830	29483
SRR1533829	29484
SRR1533831	29485
SRR1533836	29486
SRR1533837	29487
SRR1533838	29488
SRR1533839	29489
SRR1535090	29490
SRR1535091	29491
SRR1535092	29492
SRR1535094	29493
SRR1535267	29494
SRR1535268	29495
SRR1535269	29496
SRR1535270	29497
SRR1535271	29498
SRR1535272	29499
SRR1535273	29500
SRR1535274	29501
SRR1535512	29502
SRR1535513	29503
SRR1535514	29504
SRR1535516	29505
SRR1535517	29506
SRR1535518	29507
SRR1535519	29508
SRR1535520	29509
SRR1535521	29510
SRR1535522	29511
SRR1535523	29512
SRR1535524	29513
SRR1535525	29514
SRR1535526	29515
SRR1535527	29516
SRR1535531	29517
SRR1535532	29518
SRR1535533	29519
SRR1535528	29520
SRR1535529	29521
SRR1535530	29522
SRR1535534	29523
SRR1535535	29524
SRR1535536	29525
SRR1535540	29526
SRR1535541	29527
SRR1535542	29528
SRR1535537	29529
SRR1535538	29530
SRR1535539	29531
SRR1535543	29532
SRR1535544	29533
SRR1535545	29534
SRR1535546	29535
SRR1535547	29536
SRR1535548	29537
SRR1535549	29538
SRR1535550	29539
SRR1535551	29540
SRR1535822	29541
SRR1535823	29542
SRR1535824	29543
SRR1535825	29544
SRR1535826	29545
SRR1535827	29546
SRR1535828	29547
SRR1535829	29548
SRR1535832	29549
SRR1535833	29550
SRR1535830	29551
SRR1535831	29552
SRR1535834	29553
SRR1535835	29554
SRR1535836	29555
SRR1535837	29556
SRR1535838	29557
SRR1535839	29558
SRR1535841	29559
SRR1535840	29560
SRR1535842	29561
SRR1535843	29562
SRR1535844	29563
SRR1535845	29564
SRR1535847	29565
SRR1535846	29566
SRR1535848	29567
SRR1535849	29568
SRR1536061	29569
SRR1536062	29570
SRR1536063	29571
SRR1536064	29572
SRR1536065	29573
SRR1536066	29574
SRR1536067	29575
SRR1536068	29576
SRR1536302	29577
SRR1536303	29578
SRR1536304	29579
SRR1536305	29580
SRR1536577	29581
SRR1536578	29582
SRR1536710	29583
SRR1536711	29584
SRR1537292	29585
SRR1537293	29586
SRR1537296	29587
SRR1537297	29588
SRR1537298	29589
SRR1537299	29590
SRR1537300	29591
SRR1537301	29592
SRR1537303	29593
SRR1537302	29594
SRR1537304	29595
SRR1537305	29596
SRR1736687	29597
SRR1736688	29598
SRR1736689	29599
SRR1736690	29600
SRR1537730	29601
SRR1537731	29602
SRR1537732	29603
SRR1537733	29604
SRR1538596	29605
SRR1538597	29606
SRR1538598	29607
SRR1538599	29608
SRR1538689	29609
SRR1538690	29610
SRR1538691	29611
SRR1538692	29612
SRR1538693	29613
SRR1538694	29614
SRR1538695	29615
SRR1538696	29616
SRR1538697	29617
SRR1538698	29618
SRR1538699	29619
SRR1538700	29620
SRR1538867	29621
SRR1538866	29622
SRR1538868	29623
SRR1538869	29624
SRR1538870	29625
SRR1538871	29626
SRR1538874	29627
SRR1538875	29628
SRR1539207	29629
SRR1539208	29630
SRR1539211	29631
SRR1539210	29632
SRR1539209	29633
SRR1539212	29634
SRR1539214	29635
SRR1539213	29636
SRR1539215	29637
SRR1539216	29638
SRR1539217	29639
SRR1539218	29640
SRR1539220	29641
SRR1539219	29642
SRR1539221	29643
SRR1539223	29644
SRR1539224	29645
SRR1539222	29646
SRR1539225	29647
SRR1539227	29648
SRR1539226	29649
SRR1539228	29650
SRR1539229	29651
SRR1539232	29652
SRR1539230	29653
SRR1539231	29654
SRR1539234	29655
SRR1539233	29656
SRR1539235	29657
SRR1539236	29658
SRR1539237	29659
SRR1539238	29660
SRR1539239	29661
SRR1539242	29662
SRR1539240	29663
SRR1539241	29664
SRR1539243	29665
SRR1539244	29666
SRR1539245	29667
SRR1539246	29668
SRR1539247	29669
SRR1539248	29670
SRR1539249	29671
SRR1539250	29672
SRR1539251	29673
SRR1539253	29674
SRR1539252	29675
SRR1539255	29676
SRR1539254	29677
SRR1539256	29678
SRR1539257	29679
SRR1539258	29680
SRR1539259	29681
SRR1539260	29682
SRR1539262	29683
SRR1539261	29684
SRR1539404	29685
SRR1539405	29686
SRR1539400	29687
SRR1539401	29688
SRR1539402	29689
SRR1539403	29690
SRR1539406	29691
SRR1539407	29692
SRR1542321	29693
SRR1542320	29694
SRR1542323	29695
SRR1542322	29696
SRR1542324	29697
SRR1542325	29698
SRR1542326	29699
SRR1542327	29700
SRR1542329	29701
SRR1542328	29702
SRR1542330	29703
SRR1542331	29704
SRR1542332	29705
SRR1542333	29706
SRR1542476	29707
SRR1542477	29708
SRR1542479	29709
SRR1542480	29710
SRR1542481	29711
SRR1542482	29712
SRR1542483	29713
SRR1542484	29714
SRR1542720	29715
SRR1542721	29716
SRR1542722	29717
SRR1542723	29718
SRR1542725	29719
SRR1542724	29720
SRR1542726	29721
SRR1542728	29722
SRR1542727	29723
SRR1542729	29724
SRR1542732	29725
SRR1542730	29726
SRR1542731	29727
