,Run,Assay.Type,BioSample,Center.Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,SRA_study,BioProject,DATASTORE.filetype,DATASTORE.provider,DATASTORE.region,AvgSpotLen,Bases,Bytes,source_name,GEO_Accession..exp.,Strain,Library.Name,SAMPLE_TYPE,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Collection_Date,Isolation_Source,BioSampleModel,Isolate,infection_side,Host,growth_condition,geographical_location,collected_by,lat_lon,host_disease,ENA.FIRST.PUBLIC..run.,ENA.LAST.UPDATE..run.,Genotype,genotype.variation,Replicate,specific_host,Sample_Name,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,TITLE,AssemblyName,Alias,ENA_checklist,Location,INSDC_center_alias,Description,TREATMENT,growth_time,body_site,organism,strain_background,Time_point,analysis_type..exp.,analysis_type..run.,flowcell_barcode..run.,geographic_location_.country_and.or_sea,X_region.,gssr_id..exp.,gssr_id..run.,instrument_name..run.,isolation.source,lane..run.,library_type..exp.,library_type..run.,lsid..exp.,lsid..run.,material_type..exp.,product_order..exp.,product_order..run.,product_part_number..exp.,product_part_number..run.,project..exp.,project..run.,read_group_id..run.,research_project..exp.,research_project..run.,run_barcode..run.,run_name..run.,work_request..exp.,work_request..run.,Broker_name,growth_phase,ENA_first_public,ENA.LAST.UPDATE,Cell_type,culture_type,culture_collection,Time,phage,Biomaterial_provider,phase_of_infection,antibiotic,environmental_condition,Timepoint,growth_medium,Condition,exposed_to,Passages,media,agent,TISSUE,Phenotype,exposure,protocol,susceptibility,organism_part,fraction,stimulus,Replica,carbon_source,TaxID,medium,Cell_Line,taxonomy_id,cultivation_condition,number_of_cells,treatment_duration,treatment_type,genetic_background,plasmid,Biological_Replicate,depletion_method,growth_stage,host_or_sample_description,Tax_ID,Technical_replicate,treated,dangling_references..run.,ID,Incubation_time,molecule_subtype,geographic_location_.country_and.or_sea.,host_health_state,host_scientific_name
1382,SRR1283222,RNA-Seq,SAMN02768598,SCELSE,public,SRX540111,Illumina MiSeq,PAIRED,unspecified,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2014-06-21T00:00:00Z,PyhjH-dispersed-2,SRP041868,PRJNA246577,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",286,364800895,222110468,,,PAO1/pBAD-yhjH,,missing,uncalculated,uncalculated,not applicable,not applicable,YD-2,"Microbe\, viral or environmental",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1383,SRR2174567,RNA-Seq,SAMN04001514,UNIVERSITY VIENNA,public,SRX1158866,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-09-10T00:00:00Z,J00015_D6_R1,SRP062593,PRJNA293284,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",62,3289292172,2246249831,,,PA14,D6_R2,cell culture,Austria,Europe,Austria,1-Jan-15,cell culture,"Microbe\, viral or environmental",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1384,SRR2170936,RNA-Seq,SAMN03995936,SCELSE,public,SRX1156127,Illumina HiSeq 2500,PAIRED,Hybrid Selection,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2016-08-17T00:00:00Z,PAO1-Control,SRP062516,PRJNA293013,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",202,939852066,393822051,,,PAO1,,"PAO1 cells\, untreated",uncalculated,uncalculated,not applicable,not applicable,not applicable,"Microbe\, viral or environmental",,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1385,SRR2170937,RNA-Seq,SAMN03995936,SCELSE,public,SRX1156135,Illumina HiSeq 2500,PAIRED,Hybrid Selection,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2016-08-17T00:00:00Z,PAO1-Control,SRP062516,PRJNA293013,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",202,851879248,358798394,,,PAO1,,"PAO1 cells\, untreated",uncalculated,uncalculated,not applicable,not applicable,not applicable,"Microbe\, viral or environmental",,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1386,SRR2170940,RNA-Seq,SAMN03995937,SCELSE,public,SRX1156137,Illumina HiSeq 2500,PAIRED,Hybrid Selection,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2016-08-17T00:00:00Z,PAO1-Cisplatin,SRP062516,PRJNA293013,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",202,657592618,274619088,,,PAO1,,"PAO1 cells\, treated with 1.5µM Cisplatin",uncalculated,uncalculated,not applicable,not applicable,not applicable,"Microbe\, viral or environmental",,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1387,SRR2170941,RNA-Seq,SAMN03995938,SCELSE,public,SRX1156138,Illumina HiSeq 2500,PAIRED,Hybrid Selection,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2016-08-17T00:00:00Z,PAO1-Bile,SRP062516,PRJNA293013,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",202,737121634,308281391,,,PAO1,,"PAO1 cells\, treated with 0.4% Bile salt medium",uncalculated,uncalculated,not applicable,not applicable,not applicable,"Microbe\, viral or environmental",,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1388,SRR2170942,RNA-Seq,SAMN03995938,SCELSE,public,SRX1156140,Illumina HiSeq 2500,PAIRED,Hybrid Selection,TRANSCRIPTOMIC,Pseudomonas aeruginosa PAO1,ILLUMINA,2016-08-17T00:00:00Z,PAO1-Bile,SRP062516,PRJNA293013,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",202,960865116,402126124,,,PAO1,,"PAO1 cells\, treated with 0.4% Bile salt medium",uncalculated,uncalculated,not applicable,not applicable,not applicable,"Microbe\, viral or environmental",,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1389,SRR2163624,RNA-Seq,SAMN03948599,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150173,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,silver nitrate,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,3545720443,1778408781,,,PA14,Silver nitrate - replicate 1,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1390,SRR2163629,RNA-Seq,SAMN03948599,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150179,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,silver nitrate,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,2864203248,1443560516,,,PA14,Silver nitrate - replicate 2,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1391,SRR2163638,RNA-Seq,SAMN03948588,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150182,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,aztreonam,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,4743030296,2263238367,,,PA14,Aztreonam - replicate 1,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1392,SRR2163642,RNA-Seq,SAMN03948588,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150183,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,aztreonam,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,3237330275,1672781924,,,PA14,Aztreonam - replicate 2,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1393,SRR2163735,RNA-Seq,SAMN03948591,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150276,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,bleach,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,4238240679,2125139711,,,PA14,RNA-seq - Bleach - replicate 2,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1394,SRR2163737,RNA-Seq,SAMN03948589,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150279,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,benzalkonium chloride,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,4621603652,2317033125,,,PA14,RNA-seq - Benzalkonium chloride - replicate 1,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1395,SRR2163804,RNA-Seq,SAMN03948589,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150281,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,benzalkonium chloride,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,5239211885,2645480621,,,PA14,RNA-seq - Benzalkonium chloride - replicate 2,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1396,SRR2163805,RNA-Seq,SAMN03948592,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150355,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,carbenicillin,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,3438476825,1736811207,,,PA14,RNA-seq - Carbenicillin - replicate 1,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1397,SRR2164198,RNA-Seq,SAMN03948594,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150780,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,ciprofloxacin,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,4532695877,2164795443,,,PA14,RNA-seq - Ciprofloxacin - replicate 1,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1398,SRR2164199,RNA-Seq,SAMN03948594,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150803,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,ciprofloxacin,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,3720784450,1923372554,,,PA14,RNA-seq - Ciprofloxacin - replicate 2,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1399,SRR2164203,RNA-Seq,SAMN03948595,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150806,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,gentamicin,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,3470535235,1746252990,,,PA14,RNA-seq - Gentamicin - replicate 1,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1400,SRR2164231,RNA-Seq,SAMN03948597,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150822,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,neomycin,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,4623474273,2358142589,,,PA14,RNA-seq - Neomycin - replicate 1,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1401,SRR2164241,RNA-Seq,SAMN03948597,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150840,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,neomycin,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,4728853027,2312949328,,,PA14,RNA-seq - Neomycin - replicate 2,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1402,SRR2164263,RNA-Seq,SAMN03948598,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150858,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,polymyxin B,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,3979569478,1901049954,,,PA14,RNA-seq - Polymyxin B - replicate 1,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1403,SRR2164280,RNA-Seq,SAMN03948598,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150874,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,polymyxin B,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,7853862919,4049719349,,,PA14,RNA-seq - Polymyxin B - replicate 2,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1404,SRR2164326,RNA-Seq,SAMN03948590,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150932,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,povidone-iodine,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,3466528969,1736781619,,,PA14,RNA-seq - Povidone-iodine - replicate 1,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1405,SRR2164327,RNA-Seq,SAMN03948590,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150933,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,povidone-iodine,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,4045285936,2037818573,,,PA14,RNA-seq - Povidone-iodine - replicate 2,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1406,SRR2164328,RNA-Seq,SAMN03948600,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150934,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,tobramycin,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,5348222700,2617711512,,,PA14,RNA-seq - Tobramycin - replicate 1,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1407,SRR2164329,RNA-Seq,SAMN03948600,UNIVERSITY OF TEXAS AT AUSTIN,public,SRX1150935,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa PA14,ILLUMINA,2015-11-17T00:00:00Z,tobramycin,SRP062243,PRJNA291292,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",101,3852055362,1972270018,,,PA14,RNA-seq - Tobramycin - replicate 2,,uncalculated,uncalculated,missing,missing,missing,Pathogen.cl,,,Homo sapiens,,,"Rahme LG\, Stevens EJ\, Wolfort SF\, Shao J\, Tompkins RG\, Ausubel FM. 1995. Common virulence factors for bacterial pathogenicity in plants and animals. Science. 268:1899-1902.",missing,wound infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
1408,SRR1168628,RNA-Seq,SAMN02641660,GEO,public,SRX470313,Illumina Genome Analyzer IIx,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-07-22T00:00:00Z,GSM1327733,SRP037771,PRJNA238229,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",30,86492040,63443376,PA14_AlgU_empty_vector,GSM1327733,,,PA14 bacterial culture,,,,,,,,,,,,,,,,,,AlgU_empty_vector,,,,,,,,,,,,,,,,,,,,UCBP-PA14,,,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,NA,NA,,,,,,,,,NA
