experiment	sample_name	ml_data_source	description	nucleic_acid	medium	genotype	od	growth_setting_1	growth_setting_2	strain	temperature	treatment	additional_notes	variant_phenotype	abx_marker	biotic_int_lv_2	biotic_int_lv_1
E-GEOD-28719	GSM711452 1	GSM711452.CEL	PAO1 ΔPA1006; 100 mM KNO3; replicate 3	RNA	NY	ΔPA1006	1.2	Planktonic	Aerated	PAO1	37	100 mM KNO3	Early stationary phase cells; shaking at 250 rpm				
E-GEOD-28719	GSM711453 1	GSM711453.CEL	PAO1 WT; 100 mM KNO3; replicate 1	RNA	NY	WT	1.2	Planktonic	Aerated	PAO1	37	100 mM KNO3	Early stationary phase cells; shaking at 250 rpm				
E-GEOD-28719	GSM711454 1	GSM711454.CEL	PAO1 WT; 100 mM KNO3; replicate 2	RNA	NY	WT	1.2	Planktonic	Aerated	PAO1	37	100 mM KNO3	Early stationary phase cells; shaking at 250 rpm				
E-GEOD-28719	GSM711455 1	GSM711455.CEL	PAO1 WT; 100 mM KNO3; replicate 3	RNA	NY	WT	1.2	Planktonic	Aerated	PAO1	37	100 mM KNO3	Early stationary phase cells; shaking at 250 rpm				
E-GEOD-34141	GSM842839 1	GSM842839_Wright_1_WT-log-1_Pae_G1a.CEL	PAO1 WT; control; replicate 1	RNA	Iron poor CAA	WT		Planktonic		PAO1	37		24 hours; early stationary phase cells				
E-GEOD-34141	GSM842840 1	GSM842840_Wright_2_WT-log-2_Pae_G1a.CEL	PAO1 WT; control; replicate 2	RNA	Iron poor CAA	WT		Planktonic		PAO1	37		24 hours; early stationary phase cells				
E-GEOD-34141	GSM842841 1	GSM842841_Wright_3_WT-log-3_Pae_G1a.CEL	PAO1 WT; control; replicate 3	RNA	Iron poor CAA	WT		Planktonic		PAO1	37		24 hours; early stationary phase cells				
E-GEOD-34141	GSM842842 1	GSM842842_Wright_4_WT-stat-1_Pae_G1a.CEL	PAO1 WT; control; replicate 1	RNA	Iron poor CAA	WT		Planktonic		PAO1	37		48 hours; late stationary phase cells				
E-GEOD-34141	GSM842843 1	GSM842843_Wright_5_WT-stat-2_Pae_G1a.CEL	PAO1 WT; control; replicate 2	RNA	Iron poor CAA	WT		Planktonic		PAO1	37		48 hours; late stationary phase cells				
E-GEOD-34141	GSM842844 1	GSM842844_Wright_6_WT-stat-3_Pae_G1a.CEL	PAO1 WT; control; replicate 3	RNA	Iron poor CAA	WT		Planktonic		PAO1	37		48 hours; late stationary phase cells				
E-GEOD-34141	GSM842845 1	GSM842845_Wright_7_4203-log-1_Pae_G1a.CEL	PAO-SCV; replicate 1	RNA	Iron poor CAA	PAO-SCV		Planktonic		PAO1	37		24 hours; early stationary phase cells	"SCV, QS + motility defective"	GentR		
E-GEOD-34141	GSM842846 1	GSM842846_Wright_8_4203-log-2_Pae_G1a.CEL	PAO-SCV; replicate 2	RNA	Iron poor CAA	PAO-SCV		Planktonic		PAO1	37		24 hours; early stationary phase cells	"SCV, QS + motility defective"	GentR		
E-GEOD-34141	GSM842847 1	GSM842847_Wright_9_4203-log-3_Pae_G1a.CEL	PAO-SCV; replicate 3	RNA	Iron poor CAA	PAO-SCV		Planktonic		PAO1	37		24 hours; early stationary phase cells	"SCV, QS + motility defective"	GentR		
E-GEOD-34141	GSM842848 1	GSM842848_Wright_10_4203-stat-1_Pae_G1a.CEL	PAO-SCV; replicate 1	RNA	Iron poor CAA	PAO-SCV		Planktonic		PAO1	37		48 hours; late stationary phase cells	"SCV, QS + motility defective"	GentR		
E-GEOD-34141	GSM842849 1	GSM842849_Wright_11_4203-stat-2_Pae_G1a.CEL	PAO-SCV; replicate 2	RNA	Iron poor CAA	PAO-SCV		Planktonic		PAO1	37		48 hours; late stationary phase cells	"SCV, QS + motility defective"	GentR		
E-GEOD-34141	GSM842850 1	GSM842850_Wright_12_4203-stat-3_Pae_G1a.CEL	PAO-SCV; replicate 3	RNA	Iron poor CAA	PAO-SCV		Planktonic		PAO1	37		48 hours; late stationary phase cells	"SCV, QS + motility defective"	GentR		
E-GEOD-26932	GSM663165 1	GSM663165_Mix_label_cDNA_5-13-08_s2.CEL	E. coli MG1655 and P. aeruginosa PAO1 culture rep1	RNA	MOPS minimal media with N-acetyl glucosamine	WT	0.5	Planktonic	shaking	E. coli MG1655	37	"mixed with P. aeruginosa PA01, ratio 1:1"	analyzed with Affymetrix E. coli Genome 2.0 Array			P. aeruginosa PA01	Bacteria
E-GEOD-26932	GSM663166 1	GSM663166_BM-Mix-Ec2_6-6-08_s1.CEL	E. coli MG1655 and P. aeruginosa PAO1 culture rep2	RNA	MOPS minimal media with N-acetyl glucosamine	WT	0.5	Planktonic	shaking	E. coli MG1655	37	"mixed with P. aeruginosa PA01, ratio 1:1"	analyzed with Affymetrix E. coli Genome 2.0 Array			P. aeruginosa PA01	Bacteria
E-GEOD-26932	GSM663167 1	GSM663167_Ec_label_cDNA_5-13-08_s2.CEL	E. coli MG1655 culture rep1	RNA	MOPS minimal media with N-acetyl glucosamine	WT	0.5	Planktonic	shaking	E. coli MG1655	37		analyzed with Affymetrix E. coli Genome 2.0 Array				
E-GEOD-26932	GSM663168 1	GSM663168_BM-Mix-Pa_1_6-6-08_s1.CEL	P. aeruginosa PAO1 and E. coli MG1655 culture rep1	RNA	MOPS minimal media with N-acetyl glucosamine	WT	0.5	Planktonic	shaking	PAO1	37	"mixed with E. coli MG1655, ratio 1:1"				E. coli MG1655	Bacteria
E-GEOD-26932	GSM663169 1	GSM663169_BM-Mix-Pa_2_6-6-08_s1.CEL	P. aeruginosa PAO1 and E. coli MG1655 culture rep2	RNA	MOPS minimal media with N-acetyl glucosamine	WT	0.5	Planktonic	shaking	PAO1	37	"mixed with E. coli MG1655, ratio 1:1"				E. coli MG1655	Bacteria
E-GEOD-26932	GSM663170 1	GSM663170_Pa_label_cDNA_5-13-08_s2.CEL	P. aeruginosa PAO1 pure culture rep1	RNA	MOPS minimal media with N-acetyl glucosamine	WT	0.5	Planktonic	shaking	PAO1	37						
E-GEOD-26142	GSM641845 1	GSM641845.CEL	"Pseudomonas aeruginosa, MPAO1 (PA3726::ISlacZ/hah)_untreated_rep1"	RNA	 M63  + 0.5% casamino acids and 0.3% glucose	PA3726::lacZ (UW-14479)	0.3	Planktonic	shaking	MPAO1 [SAH108]	37						
E-GEOD-26142	GSM641846 1	GSM641846.CEL	"Pseudomonas aeruginosa, MPAO1 (PA3726::ISlacZ/hah)_untreated_rep2"	RNA	 M63  + 0.5% casamino acids and 0.3% glucose	PA3726::lacZ (UW-14479)	0.3	Planktonic	shaking	MPAO1 [SAH108]	37						
E-GEOD-26142	GSM641847 1	GSM641847.CEL	"Pseudomonas aeruginosa, MPAO1 (WT [SAH502])_untreated_rep1"	RNA	 M63  + 0.5% casamino acids and 0.3% glucose	WT	0.3	Planktonic	shaking	MPAO1 [SAH502]	37						
E-GEOD-26142	GSM641848 1	GSM641848.CEL	"Pseudomonas aeruginosa, MPAO1 (WT [SAH087])_untreated_rep1"	RNA	 M63  + 0.5% casamino acids and 0.3% glucose	WT	0.3	Planktonic	shaking	MPAO1 [SAH087]	37						
E-GEOD-26142	GSM641849 1	GSM641849.CEL	"Pseudomonas aeruginosa, MPAO1 (PA0311::phoA)_untreated_rep1"	RNA	 M63  + 0.5% casamino acids and 0.3% glucose	PA0311::phoA (UW-50363)	0.3	Planktonic	shaking	MPAO1 [SAH084]	37		"allegedly a WT, but in strain list not declared as WT"				
E-GEOD-26931	GSM663157 1	GSM663157_02_mix_2w1_e_coli_5-10-07_S2.CEL	E. coli ZK126 and P. aeruginosa PAO1 culture rep1	RNA	LB	WT	0.3	Planktonic	shaking	E.coli ZK126	37	"mixed with P. aeruginosa PA01, ratio 1:1"	analyzed with Affymetrix E. coli Genome 2.0 Array			P. aeruginosa PA01	Bacteria
E-GEOD-26931	GSM663158 1	GSM663158_E_coli_mix2_5-22-07_S2.CEL	E. coli ZK126 and P. aeruginosa PAO1 culture rep2	RNA	LB	WT	0.3	Planktonic	shaking	E. coli ZK126	37	"mixed with P. aeruginosa PA01, ratio 1:1"	analyzed with Affymetrix E. coli Genome 2.0 Array			P. aeruginosa PA01	Bacteria
E-GEOD-26931	GSM663159 1	GSM663159_01_e_coli_5-10-07_S2.CEL	E. coli ZK126 pure culture rep1	RNA	LB	WT	0.3	Planktonic	shaking	E.coli ZK126	37		analyzed with Affymetrix E. coli Genome 2.0 Array				
E-GEOD-26931	GSM663160 1	GSM663160_E_coli_5-22-07_S2.CEL	E. coli ZK126 pure culture rep2	RNA	LB	WT	0.3	Planktonic	shaking	E. coli ZK126	37		analyzed with Affymetrix E. coli Genome 2.0 Array				
E-GEOD-26931	GSM663161 1	GSM663161_03_mix_1wP_Pae_5-10-07_S2.CEL	P. aeruginosa PAO1 and E. coli ZK126 culture rep1	RNA	LB	WT	0.3	Planktonic	shaking	PAO1	37	"mixed with E. coli ZK126, ratio 1:1"				E. coli ZK126	Bacteria
E-GEOD-26931	GSM663162 1	GSM663162_Pae-Mix-1_5-22-07_S2.CEL	P. aeruginosa PAO1 and E. coli ZK126 culture rep2	RNA	LB	WT	0.3	Planktonic	shaking	PAO1	37	"mixed with E. coli ZK126, ratio 1:1"				E. coli ZK126	Bacteria
E-GEOD-26931	GSM663163 1	GSM663163_04_Pae_5-10-07_S2.CEL	P. aeruginosa PAO1 pure culture rep1	RNA	LB	WT	0.3	Planktonic	shaking	PAO1	37						
E-GEOD-26931	GSM663164 1	GSM663164_Pae_5-22-07_S2.CEL	P. aeruginosa PAO1 pure culture rep2	RNA	LB	WT	0.3	Planktonic	shaking	PAO1	37						
E-GEOD-25481	GSM625973 1	GSM625973.CEL	"Pseudomonas aeruginosa clinical isolate from the CF lung, Patient I, isolate I1NM, mutidrug resistant"	DNA	Pseudomonas F broth 	Clinical isolate	Stationary	Planktonic	Shaking	I1NM	37		amikacin and ticarcillin resistant	"Non-mucoid, mutator"			
E-GEOD-25481	GSM625974 1	GSM625974.CEL	"Pseudomonas aeruginosa clinical isolate from the CF lung, Patient I, isolate I2M1, mutidrug resistant"	DNA	Pseudomonas F broth 	Clinical isolate	Stationary	Planktonic	Shaking	I2M1	37		"ciprofloxacin, amikacin and ticarcillin resistant"	"Mucoid, mutator, "			
E-GEOD-25481	GSM625975 1	GSM625975.CEL	"Pseudomonas aeruginosa clinical isolate from the CF lung, Patient I, isolate I3M1"	DNA	Pseudomonas F broth 	Clinical isolate	Stationary	Planktonic	Shaking	I3M1	37		amikacin resistant	Mucoid			
E-GEOD-25481	GSM625976 1	GSM625976.CEL	"Pseudomonas aeruginosa clinical isolate from the CF lung, Patient I, isolate I3M2, mutidrug resistant"	DNA	Pseudomonas F broth 	Clinical isolate	Stationary	Planktonic	Shaking	I3M2	37		"ciprofloxacin, amikacin and ticarcillin resistant"	Mucoid			
E-GEOD-25481	GSM625977 1	GSM625977.CEL	"Pseudomonas aeruginosa clinical isolate from the CF lung, Patient I, isolate I4NM, mutidrug resistant"	DNA	Pseudomonas F broth 	Clinical isolate	Stationary	Planktonic	Shaking	I4NM	37		amikacin and ticarcillin resistant	Non-mucoid			
E-GEOD-25481	GSM625978 1	GSM625978.CEL	"Pseudomonas aeruginosa clinical isolate from the CF lung, Patient M, isolate M1M"	DNA	Pseudomonas F broth 	Clinical isolate	Stationary	Planktonic	Shaking	M1M	37			Mucoid			
E-GEOD-25481	GSM625979 1	GSM625979.CEL	"Pseudomonas aeruginosa clinical isolate from the CF lung, Patient M, isolate M2NM"	DNA	Pseudomonas F broth 	Clinical isolate	Stationary	Planktonic	Shaking	M2NM	37			Non-mucoid			
E-GEOD-25481	GSM625980 1	GSM625980.CEL	"Pseudomonas aeruginosa clinical isolate from the CF lung, Patient M, isolate M3M1"	DNA	Pseudomonas F broth 	Clinical isolate	Stationary	Planktonic	Shaking	M3M2	37			Mucoid			
E-GEOD-25481	GSM625981 1	GSM625981.CEL	"Pseudomonas aeruginosa clinical isolate from the CF lung, Patient M, isolate M3M1"	DNA	Pseudomonas F broth 	Clinical isolate	Stationary	Planktonic	Shaking	M3M1	37			Mucoid			
E-GEOD-25481	GSM625982 1	GSM625982.CEL	PA01 control strain	DNA	Pseudomonas F broth 	WT	Stationary	Planktonic	Shaking	PAO1	37						
E-GEOD-29789	GSM738261 1	GSM738261.CEL	PAO1 WT; pH 6.0; replicate 1	RNA	NGM + 25 mM phosphate	WT		Colony	Lawn	PAO1	37	pH 6.0	20 hours				
E-GEOD-29789	GSM738262 1	GSM738262.CEL	PAO1 WT; pH 6.0; replicate 2	RNA	NGM + 25 mM phosphate	WT		Colony	Lawn	PAO1	37	pH 6.0	20 hours				
E-GEOD-29789	GSM738263 1	GSM738263.CEL	PAO1 WT; pH 6.0; replicate 3	RNA	NGM + 25 mM phosphate	WT		Colony	Lawn	PAO1	37	pH 6.0	20 hours				
E-GEOD-29789	GSM738264 1	GSM738264.CEL	PAO1 WT; pH 7.5; replicate 1	RNA	NGM + 25 mM phosphate	WT		Colony	Lawn	PAO1	37	pH 7.5	20 hours				
E-GEOD-29789	GSM738265 1	GSM738265.CEL	PAO1 WT; pH 7.5; replicate 2	RNA	NGM + 25 mM phosphate	WT		Colony	Lawn	PAO1	37	pH 7.5	20 hours				
E-GEOD-29789	GSM738266 1	GSM738266.CEL	PAO1 WT; pH 7.5; replicate 3	RNA	NGM + 25 mM phosphate	WT		Colony	Lawn	PAO1	37	pH 7.5	20 hours				
E-GEOD-24262	GSM596626 1	GSM596626.CEL	RNA extracted from planktonic cells of PA14_WT after 2 hr growth after adding 50uM C30 in QSM (OS minimal medium + 0.1% Adenosine as carbon source) when OD600 reaches 0.25. 	RNA	QSM medium (OS minimal medium + 0.1% Adenosine as carbon source) 	WT	0.25	Planktonic	Shaking	PA14	37	C30 50 µM_2hrs					
E-GEOD-24262	GSM596819 1	GSM596819.CEL	RNA extracted from planktonic cells of PA14_mexR after 2 hr growth after adding 50uM C30 in QSM (OS minimal medium + 0.1% Adenosine as carbon source) when OD600 reaches 0.25. 	RNA	QSM medium (OS minimal medium + 0.1% Adenosine as carbon source) 	mexR mutant	0.25	Planktonic	Shaking	PA14	37	C30 50 µM_2hrs			gent		
E-GEOD-23007	GSM567666 1	GSM567666.CEL	PBCLOp10. Planktonic in LB. Rep1	RNA	LB	WT	0.6	Planktonic 	Aerated 	Clinical isolate PBCLOp10	37		Grown shaking at 160rpm				
E-GEOD-23007	GSM567667 1	GSM567667.CEL	PBCLOp10. Planktonic in LB. Rep2	RNA	LB	WT	0.6	Planktonic 	Aerated 	Clinical isolate PBCLOp10	37		Grown shaking at 160rpm				
E-GEOD-23007	GSM567668 1	GSM567668.CEL	PBCLOp10. Sample directly from human burn wound. Rep1	RNA	Human tissue 	WT				Clinical isolate PBCLOp10			RNA was harvested from liquid exudates taken from burn wound surface prior to cleaning. 			Burn wound	Human
E-GEOD-23007	GSM567669 1	GSM567669.CEL	PBCLOp10. Sample directly from human burn wound. Rep2	RNA	Human tissue 	WT				Clinical isolate PBCLOp10			RNA was harvested from liquid exudates taken from burn wound surface prior to cleaning. 			Burn wound	Human
E-GEOD-23007	GSM567670 1	GSM567670.CEL	PBCLOp10. Biofilm on plastic. Rep1	RNA	10% LB	WT				Clinical isolate PBCLOp10	37		Biofilms grown on plastic. 24 h				
E-GEOD-23007	GSM567671 1	GSM567671.CEL	PBCLOp10. Biofilm on plastic. Rep2	RNA	10% LB	WT				Clinical isolate PBCLOp10	37		Biofilms grown on plastic. 24 h				
E-GEOD-23007	GSM567672 1	GSM567672.CEL	PBCLOp10. Mouse CT26 colon adenocarcinoma abdominal tumor. Rep1	RNA	Mouse tumor tissue	WT				Clinical isolate PBCLOp10			Mice bearing tumors of approximately 4–6 mm diameter in size were intravenously injected with 5x10e6 CFU of P. aeruginosa suspended in PBS. Three days post-infection mice were necrotized and bacterial RNA was harvested from infected tumors.			CT26 colon adenocarcinoma abdominal tumor	Mouse
E-GEOD-23007	GSM567673 1	GSM567673.CEL	PBCLOp10. Mouse CT26 colon adenocarcinoma abdominal tumor. Rep2	RNA	Mouse tumor tissue	WT				Clinical isolate PBCLOp10			Mice bearing tumors of approximately 4–6 mm diameter in size were intravenously injected with 5x10e6 CFU of P. aeruginosa suspended in PBS. Three days post-infection mice were necrotized and bacterial RNA was harvested from infected tumors.			CT26 colon adenocarcinoma abdominal tumor	Mouse
E-GEOD-23007	GSM567674 1	GSM567674.CEL	PBCLOp10. Lettuce mid-ribs. Rep1	RNA	Plant intracellular fluid	WT				Clinical isolate PBCLOp10			"Lettuce mid-ribs were inoculated with 10 ml of bacterial suspension at a concentration of 1x10e8 CFU/ml by injecting the end of the plastic pipette tip into the rib. 5 days post-infection, RNA was harvested from a 2x2 cm square piece excised from the original place of injection. "			Lettuce leaf mid-rib	Plant
E-GEOD-23007	GSM567675 1	GSM567675.CEL	PBCLOp10. Lettuce mid-ribs. Rep2	RNA	Plant intracellular fluid	WT				Clinical isolate PBCLOp10			"Lettuce mid-ribs were inoculated with 10 ml of bacterial suspension at a concentration of 1x10e8 CFU/ml by injecting the end of the plastic pipette tip into the rib. 5 days post-infection, RNA was harvested from a 2x2 cm square piece excised from the original place of injection. "			Lettuce leaf mid-rib	Plant
E-GEOD-23007	GSM567676 1	GSM567676.CEL	PBCLOp11. Planktonic in LB. Rep1	RNA	LB	WT	0.6	Planktonic 	Aerated 	Clinical isolate PBCLOp11	37		Grown shaking at 160rpm				
E-GEOD-23007	GSM567677 1	GSM567677.CEL	PBCLOp11. Planktonic in LB. Rep2	RNA	LB	WT	0.6	Planktonic 	Aerated 	Clinical isolate PBCLOp11	37		Grown shaking at 160rpm				
E-GEOD-23007	GSM567678 1	GSM567678.CEL	PBCLOp11. Sample directly from human burn wound. Rep1	RNA	Human tissue 	WT				Clinical isolate PBCLOp11			RNA was harvested from liquid exudates taken from burn wound surface prior to cleaning. 			Burn wound	Human
E-GEOD-23007	GSM567679 1	GSM567679.CEL	PBCLOp11. Sample directly from human burn wound. Rep2	RNA	Human tissue 	WT				Clinical isolate PBCLOp11			RNA was harvested from liquid exudates taken from burn wound surface prior to cleaning. 			Burn wound	Human
E-GEOD-23007	GSM567680 1	GSM567680.CEL	PBCLOp11. Biofilm on plastic. Rep1	RNA	10% LB	WT				Clinical isolate PBCLOp11	37		Biofilms grown on plastic. 24 h				
E-GEOD-23007	GSM567681 1	GSM567681.CEL	PBCLOp11. Biofilm on plastic. Rep2	RNA	10% LB	WT				Clinical isolate PBCLOp11	37		Biofilms grown on plastic. 24 h				
E-GEOD-23007	GSM567682 1	GSM567682.CEL	PBCLOp11. Mouse CT26 colon adenocarcinoma abdominal tumor. Rep1	RNA	Mouse tumor tissue	WT				Clinical isolate PBCLOp11			Mice bearing tumors of approximately 4–6 mm diameter in size were intravenously injected with 5x10e6 CFU of P. aeruginosa suspended in PBS. Three days post-infection mice were necrotized and bacterial RNA was harvested from infected tumors.			CT26 colon adenocarcinoma abdominal tumor	Mouse
E-GEOD-23007	GSM567683 1	GSM567683.CEL	PBCLOp11. Mouse CT26 colon adenocarcinoma abdominal tumor. Rep2	RNA	Mouse tumor tissue	WT				Clinical isolate PBCLOp11			Mice bearing tumors of approximately 4–6 mm diameter in size were intravenously injected with 5x10e6 CFU of P. aeruginosa suspended in PBS. Three days post-infection mice were necrotized and bacterial RNA was harvested from infected tumors.			CT26 colon adenocarcinoma abdominal tumor	Mouse
E-GEOD-23007	GSM567684 1	GSM567684.CEL	PBCLOp11. Lettuce mid-ribs. Rep1	RNA	Plant intracellular fluid	WT				Clinical isolate PBCLOp11			"Lettuce mid-ribs were inoculated with 10 ml of bacterial suspension at a concentration of 1x10e8 CFU/ml by injecting the end of the plastic pipette tip into the rib. 5 days post-infection, RNA was harvested from a 2x2 cm square piece excised from the original place of injection. "			Lettuce leaf mid-rib	Plant
E-GEOD-23007	GSM567685 1	GSM567685.CEL	PBCLOp11. Lettuce mid-ribs. Rep2	RNA	Plant intracellular fluid	WT				Clinical isolate PBCLOp11			"Lettuce mid-ribs were inoculated with 10 ml of bacterial suspension at a concentration of 1x10e8 CFU/ml by injecting the end of the plastic pipette tip into the rib. 5 days post-infection, RNA was harvested from a 2x2 cm square piece excised from the original place of injection. "			Lettuce leaf mid-rib	Plant
E-GEOD-23007	GSM567686 1	GSM567686.CEL	PBCLOp17. Planktonic in LB. Rep1	RNA	LB	WT	0.6	Planktonic 	Aerated 	Clinical isolate PBCLOp17	37		Grown shaking at 160rpm				
E-GEOD-23007	GSM567687 1	GSM567687.CEL	PBCLOp17. Planktonic in LB. Rep2	RNA	LB	WT	0.6	Planktonic 	Aerated 	Clinical isolate PBCLOp17	37		Grown shaking at 160rpm				
E-GEOD-23007	GSM567688 1	GSM567688.CEL	PBCLOp17. Sample directly from human burn wound. Rep1	RNA	Human tissue 	WT				Clinical isolate PBCLOp17			RNA was harvested from liquid exudates taken from burn wound surface prior to cleaning. 			Burn wound	Human
E-GEOD-23007	GSM567689 1	GSM567689.CEL	PBCLOp17. Sample directly from human burn wound. Rep2	RNA	Human tissue 	WT				Clinical isolate PBCLOp17			RNA was harvested from liquid exudates taken from burn wound surface prior to cleaning. 			Burn wound	Human
E-GEOD-23007	GSM567690 1	GSM567690.CEL	PBCLOp17. Biofilm on plastic. Rep1	RNA	10% LB	WT				Clinical isolate PBCLOp17	37		Biofilms grown on plastic. 24 h				
E-GEOD-23007	GSM567691 1	GSM567691.CEL	PBCLOp17. Biofilm on plastic. Rep2	RNA	10% LB	WT				Clinical isolate PBCLOp17	37		Biofilms grown on plastic. 24 h				
E-GEOD-23007	GSM567692 1	GSM567692.CEL	PBCLOp17. Mouse CT26 colon adenocarcinoma abdominal tumor. Rep1	RNA	Mouse tumor tissue	WT				Clinical isolate PBCLOp17			Mice bearing tumors of approximately 4–6 mm diameter in size were intravenously injected with 5x10e6 CFU of P. aeruginosa suspended in PBS. Three days post-infection mice were necrotized and bacterial RNA was harvested from infected tumors.			CT26 colon adenocarcinoma abdominal tumor	Mouse
E-GEOD-23007	GSM567693 1	GSM567693.CEL	PBCLOp17. Mouse CT26 colon adenocarcinoma abdominal tumor. Rep2	RNA	Mouse tumor tissue	WT				Clinical isolate PBCLOp17			Mice bearing tumors of approximately 4–6 mm diameter in size were intravenously injected with 5x10e6 CFU of P. aeruginosa suspended in PBS. Three days post-infection mice were necrotized and bacterial RNA was harvested from infected tumors.			CT26 colon adenocarcinoma abdominal tumor	Mouse
E-GEOD-23007	GSM567694 1	GSM567694.CEL	PBCLOp17. Lettuce mid-ribs. Rep1	RNA	Plant intracellular fluid	WT				Clinical isolate PBCLOp17			"Lettuce mid-ribs were inoculated with 10 ml of bacterial suspension at a concentration of 1x10e8 CFU/ml by injecting the end of the plastic pipette tip into the rib. 5 days post-infection, RNA was harvested from a 2x2 cm square piece excised from the original place of injection. "			Lettuce leaf mid-rib	Plant
E-GEOD-23007	GSM567695 1	GSM567695.CEL	PBCLOp17. Lettuce mid-ribs. Rep2	RNA	Plant intracellular fluid	WT				Clinical isolate PBCLOp17			"Lettuce mid-ribs were inoculated with 10 ml of bacterial suspension at a concentration of 1x10e8 CFU/ml by injecting the end of the plastic pipette tip into the rib. 5 days post-infection, RNA was harvested from a 2x2 cm square piece excised from the original place of injection. "			Lettuce leaf mid-rib	Plant
E-GEOD-31227	GSM774085 1	GSM774085_CF30-1979a.CEL	CF30 patient 1979 isolate. Planktonic. Rep1	RNA	LB	WT	0.5	Planktonic 	Aerated	CF30-1979	37						
E-GEOD-31227	GSM774086 1	GSM774086_CF30-1979b.CEL	CF30 patient 1979 isolate. Planktonic. Rep2	RNA	LB	WT	0.5	Planktonic 	Aerated	CF30-1979	37						
E-GEOD-31227	GSM774087 1	GSM774087_CF30-1979c.CEL	CF30 patient 1979 isolate. Planktonic. Rep3	RNA	LB	WT	0.5	Planktonic 	Aerated	CF30-1979	37						
E-GEOD-31227	GSM774088 1	GSM774088_CF43-1973a.CEL	CF43 patient 1973 isolate. Planktonic. Rep1	RNA	LB	WT	0.5	Planktonic 	Aerated	CF43-1973	37						
E-GEOD-31227	GSM774089 1	GSM774089_CF43-1973b.CEL	CF43 patient 1973 isolate. Planktonic. Rep2	RNA	LB	WT	0.5	Planktonic 	Aerated	CF43-1973	37						
E-GEOD-31227	GSM774090 1	GSM774090_CF43-1973c.CEL	CF43 patient 1973 isolate. Planktonic. Rep3	RNA	LB	WT	0.5	Planktonic 	Aerated	CF43-1973	37						
E-GEOD-31227	GSM774091 1	GSM774091_CF66-1973a.CEL	CF66 patient 1973 isolate. Planktonic. Rep1	RNA	LB	WT	0.5	Planktonic 	Aerated	CF66-1973	37						
E-GEOD-31227	GSM774092 1	GSM774092_CF66-1973b.CEL	CF66 patient 1973 isolate. Planktonic. Rep2	RNA	LB	WT	0.5	Planktonic 	Aerated	CF66-1973	37						
E-GEOD-31227	GSM774093 1	GSM774093_CF66-1973c.CEL	CF66 patient 1973 isolate. Planktonic. Rep3	RNA	LB	WT	0.5	Planktonic 	Aerated	CF66-1973	37						
E-GEOD-31227	GSM774094 1	GSM774094_CF66-1992a.CEL	CF66 patient 1992 isolate. Planktonic. Rep1	RNA	LB	WT	0.5	Planktonic 	Aerated	CF66-1992	37						
E-GEOD-31227	GSM774095 1	GSM774095_CF66-1992b.CEL	CF66 patient 1992 isolate. Planktonic. Rep2	RNA	LB	WT	0.5	Planktonic 	Aerated	CF66-1992	37						
E-GEOD-31227	GSM774096 1	GSM774096_CF66-1992c.CEL	CF66 patient 1992 isolate. Planktonic. Rep3	RNA	LB	WT	0.5	Planktonic 	Aerated	CF66-1992	37						
E-GEOD-31227	GSM774097 1	GSM774097_CF66-2008a.CEL	CF66 patient 2008 isolate. Planktonic. Rep1	RNA	LB	WT	0.5	Planktonic 	Aerated	CF66-2008	37						
E-GEOD-31227	GSM774098 1	GSM774098_CF66-2008b.CEL	CF66 patient 2008 isolate. Planktonic. Rep2	RNA	LB	WT	0.5	Planktonic 	Aerated	CF66-2008	37						
E-GEOD-31227	GSM774099 1	GSM774099_CF66-2008c.CEL	CF66 patient 2008 isolate. Planktonic. Rep3	RNA	LB	WT	0.5	Planktonic 	Aerated	CF66-2008	37						
E-GEOD-31227	GSM774100 1	GSM774100_CF105-1973a.CEL	CF105 patient 1973 isolate. Planktonic. Rep1	RNA	LB	WT	0.5	Planktonic 	Aerated	CF105-1973	37						
E-GEOD-31227	GSM774101 1	GSM774101_CF105-1973b.CEL	CF105 patient 1973 isolate. Planktonic. Rep2	RNA	LB	WT	0.5	Planktonic 	Aerated	CF105-1973	37						
E-GEOD-31227	GSM774102 1	GSM774102_CF105-1973c.CEL	CF105 patient 1973 isolate. Planktonic. Rep3	RNA	LB	WT	0.5	Planktonic 	Aerated	CF105-1973	37						
E-GEOD-31227	GSM774103 1	GSM774103_CF114-1973a.CEL	CF114 patient 1973 isolate. Planktonic. Rep1	RNA	LB	WT	0.5	Planktonic 	Aerated	CF114-1973	37						
E-GEOD-31227	GSM774104 1	GSM774104_CF114-1973b.CEL	CF114 patient 1973 isolate. Planktonic. Rep2	RNA	LB	WT	0.5	Planktonic 	Aerated	CF114-1973	37						
E-GEOD-31227	GSM774105 1	GSM774105_CF114-1973c.CEL	CF114 patient 1973 isolate. Planktonic. Rep3	RNA	LB	WT	0.5	Planktonic 	Aerated	CF114-1973	37						
E-GEOD-31227	GSM774106 1	GSM774106_CF173-1984a.CEL	CF173 patient 1984 isolate. Planktonic. Rep1	RNA	LB	WT	0.5	Planktonic 	Aerated	CF173-1984	37						
E-GEOD-31227	GSM774107 1	GSM774107_CF173-1984b.CEL	CF173 patient 1984 isolate. Planktonic. Rep2	RNA	LB	WT	0.5	Planktonic 	Aerated	CF173-1984	37						
